2026-05-24 02:52:50,808 INFO [Ray]                 Book.java:560  | 5 sheets in D:\Program\Python\Piano\Ray.pdf
2026-05-24 02:52:50,943 INFO []                 Book.java:2565 | Stored /book.xml
2026-05-24 02:52:50,944 INFO []                 Book.java:2525 | Book stored as D:\Program\Python\Piano\Ray_Audiveris\Ray.omr
2026-05-24 02:52:50,947 INFO []                 Book.java:1929 | Book reaching PAGE on sheets:[#1#2#3#4#5]
2026-05-24 02:52:50,950 INFO [Ray#1]       StepMonitoring.java:98   | LOAD
2026-05-24 02:52:51,334 INFO [Ray#1]            SheetStub.java:1278 | Loaded image #1 2479x3508 from D:\Program\Python\Piano\Ray.pdf
2026-05-24 02:52:51,337 INFO [Ray#1]       StepMonitoring.java:98   | BINARY
2026-05-24 02:52:51,697 INFO [Ray#1]       StepMonitoring.java:98   | SCALE
2026-05-24 02:52:51,725 INFO [Ray#1]         ScaleBuilder.java:255  | Beam  guessed height: 13 -- mid of [6..20]
2026-05-24 02:52:51,726 INFO [Ray#1]         ScaleBuilder.java:271  | Beam measured height: 10 -- 0.29 of [6..20] range at 385% of needed quorum
2026-05-24 02:52:51,726 INFO [Ray#1]         ScaleBuilder.java:401  | Normalized black jitter: 0.00 %
2026-05-24 02:52:51,726 INFO [Ray#1]            ScaleStep.java:65   | Scale{ interline(20,21,21) line(3,3,3) beam(10)}
2026-05-24 02:52:51,727 INFO [Ray#1]       StepMonitoring.java:98   | GRID
2026-05-24 02:52:52,153 INFO [Ray#1]       LinesRetriever.java:1500 | Global slope: 0.00000
2026-05-24 02:52:52,202 INFO [Ray#1]    ClustersRetriever.java:326  | Retrieved raw line clusters: 8 of sizes [5] with interline(20,21,21)
2026-05-24 02:52:52,372 INFO [Ray#1]            PeakGraph.java:310  | Systems: #1[1, 2] #2[3, 4] #3[5, 6] #4[7, 8]
2026-05-24 02:52:52,573 INFO [Ray#1]        SystemManager.java:134  | Indentation detected for system #1
2026-05-24 02:52:52,575 INFO [Ray#1]        SystemManager.java:779  | 1 part along 4 systems
2026-05-24 02:52:52,575 INFO [Ray#1]                 Book.java:543  | Created scores: [{Score 1}]
2026-05-24 02:52:52,576 INFO [Ray#1]       StepMonitoring.java:98   | HEADERS
2026-05-24 02:52:53,696 INFO [Ray#1]       StepMonitoring.java:98   | STEM_SEEDS
2026-05-24 02:52:53,752 INFO [Ray#1]        StemSeedsStep.java:86   | stem(2 max:3)
2026-05-24 02:52:53,823 INFO [Ray#1]       StepMonitoring.java:98   | BEAMS
2026-05-24 02:52:56,827 INFO [Ray#1]       StepMonitoring.java:98   | LEDGERS
2026-05-24 02:52:57,026 INFO [Ray#1]       StepMonitoring.java:98   | HEADS
2026-05-24 02:53:00,769 INFO [Ray#1]        HeadSeedTally.java:235  | Scale information: HeadSeeds{NOTEHEAD_BLACK[L:-0.5,R:-0.6]}
2026-05-24 02:53:00,769 INFO [Ray#1]       StepMonitoring.java:98   | STEMS
2026-05-24 02:53:01,288 INFO [Ray#1]       StepMonitoring.java:98   | REDUCTION
2026-05-24 02:53:01,390 INFO [Ray#1]        ReductionStep.java:105  | Stems free length median value: 73 pixels, 3.5 interlines
2026-05-24 02:53:01,395 INFO [Ray#1]       StepMonitoring.java:98   | CUE_BEAMS
2026-05-24 02:53:01,396 INFO [Ray#1]         CueBeamsStep.java:81   | Step CUE_BEAMS is skipped because small heads switch is off
2026-05-24 02:53:01,396 INFO [Ray#1]       StepMonitoring.java:98   | TEXTS
