2026-05-25 00:10:31,807 INFO [WatashiwaWatashinoKotogaSuki]                 Book.java:560  | 11 sheets in D:\Program\Python\Piano\WatashiwaWatashinoKotogaSuki.pdf
2026-05-25 00:10:31,904 INFO []                 Book.java:2565 | Stored /book.xml
2026-05-25 00:10:31,904 INFO []                 Book.java:2525 | Book stored as D:\Program\Python\Piano\WatashiwaWatashinoKotogaSuki_Audiveris\WatashiwaWatashinoKotogaSuki.omr
2026-05-25 00:10:31,908 INFO []                 Book.java:1929 | Book reaching PAGE on sheets:[#1#2#3#4#5#6#7#8#9#10#11]
2026-05-25 00:10:31,908 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | LOAD
2026-05-25 00:10:32,266 INFO [WatashiwaWatashinoKotogaSuki#1]            SheetStub.java:1278 | Loaded image #1 2479x3508 from D:\Program\Python\Piano\WatashiwaWatashinoKotogaSuki.pdf
2026-05-25 00:10:32,269 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | BINARY
2026-05-25 00:10:32,547 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | SCALE
2026-05-25 00:10:32,568 INFO [WatashiwaWatashinoKotogaSuki#1]         ScaleBuilder.java:255  | Beam  guessed height: 11 -- mid of [5..18]
2026-05-25 00:10:32,568 INFO [WatashiwaWatashinoKotogaSuki#1]         ScaleBuilder.java:271  | Beam measured height: 10 -- 0.38 of [5..18] range at 384% of needed quorum
2026-05-25 00:10:32,568 INFO [WatashiwaWatashinoKotogaSuki#1]         ScaleBuilder.java:401  | Normalized black jitter: 5.26 %
2026-05-25 00:10:32,568 INFO [WatashiwaWatashinoKotogaSuki#1]            ScaleStep.java:65   | Scale{ interline(19,19,20) line(2,2,3) beam(10)}
2026-05-25 00:10:32,569 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | GRID
2026-05-25 00:10:32,894 INFO [WatashiwaWatashinoKotogaSuki#1]       LinesRetriever.java:1500 | Global slope: 0.00000
2026-05-25 00:10:33,000 INFO [WatashiwaWatashinoKotogaSuki#1]    ClustersRetriever.java:326  | Retrieved raw line clusters: 10 of sizes [5] with interline(19,19,20)
2026-05-25 00:10:33,173 INFO [WatashiwaWatashinoKotogaSuki#1]            PeakGraph.java:310  | Systems: #1[1, 2] #2[3, 4] #3[5, 6] #4[7, 8] #5[9, 10]
2026-05-25 00:10:33,376 INFO [WatashiwaWatashinoKotogaSuki#1]        SystemManager.java:134  | Indentation detected for system #1
2026-05-25 00:10:33,378 INFO [WatashiwaWatashinoKotogaSuki#1]        SystemManager.java:779  | 1 part along 5 systems
2026-05-25 00:10:33,379 INFO [WatashiwaWatashinoKotogaSuki#1]                 Book.java:543  | Created scores: [{Score 1}]
2026-05-25 00:10:33,379 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | HEADERS
2026-05-25 00:10:34,023 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | STEM_SEEDS
2026-05-25 00:10:34,057 INFO [WatashiwaWatashinoKotogaSuki#1]        StemSeedsStep.java:86   | stem(2 max:3)
2026-05-25 00:10:34,112 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | BEAMS
2026-05-25 00:10:36,281 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | LEDGERS
2026-05-25 00:10:36,502 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | HEADS
2026-05-25 00:10:39,758 INFO [WatashiwaWatashinoKotogaSuki#1]        HeadSeedTally.java:235  | Scale information: HeadSeeds{NOTEHEAD_BLACK[L:-0.5,R:-0.6]}
2026-05-25 00:10:39,760 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | STEMS
2026-05-25 00:10:40,256 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | REDUCTION
2026-05-25 00:10:40,400 INFO [WatashiwaWatashinoKotogaSuki#1]        ReductionStep.java:105  | Stems free length median value: 68 pixels, 3.6 interlines
2026-05-25 00:10:40,404 INFO [WatashiwaWatashinoKotogaSuki#1]       StepMonitoring.java:98   | CUE_BEAMS
